pais,idnum,uniq_id,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,wt,estratopri,estratosec,q2y,q2,q1,estatosec,ls3,a4,soct2,idio2,np1,cp6,cp7,cp8,cp13,cp20,it1,l1,immig1,immig2,prot3,jc10,jc13,jc15a,vic1ext,vic1exta,aoj11,aoj12,b1,b2,b3,b4,b6,b43,b12,b13,b18,b21,b21a,b32,b37,b47a,pr3d,pr3e,m1,m2,sd2new2,sd3new2,sd6new2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,undocimmig1,media3,media4,exp_a,dst1b,drk1,env1c,env2b,pn4,w14a,e5,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7new,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,ecuvb2017b1,ecuvb2017b2,ecuvb2017b3,ecudolar,ecudolar2,ecude1,ecude2,ecude3,ecude4,for5,exp_b,mil10a,mil10e,mil10oas,mil10un,wf1,cct1b,ed2a,ed2b,ed,ed2,q5a,q5b,q3c,ocup4a,ocup1a,q10g,q10new,q10a,q10b,q10ca,q16,q14,q10d,q10e,q11n,q12c,q12bn,q12,q12m,q12f,etid,www1,gi0,pr1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,sent1,colorr,conocim,iarea1,iarea2,iarea3,iarea4,iarea6,iarea7,sexi,colori,agequota,srvyrid,nationality,formatq,sex
Ecuador,1480,ECU16_1480,73,Manabí,Santa Ana,169,Rural,Rural Area,Spanish,20nov2016,1,Costa Rural,"Medium (between 25,000 and 100,000)",1996,20,Female,2,Somewhat Satisfied,"Economy, problems with, crisis of",Better,Worse,No,Once or Twice a Year,Never,Never,Never,Never,Somewhat Trustworthy,5,Somewhat Agree,They take jobs away from Ecuadorians,"No, I have not participated",Not Applicable,"No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Somewhat Unsafe,Little,4,5,4,4,5,6,5,4,4,3,5,4,4,4,4,4,Good,Neither well nor poorly,Satisfied,Satisfied,Satisfied,More than 1 hour and up to 3 hours,Less than 10 minutes,4,6,4,4,4,6,5,4,4,Set 1,5,Somewhat Likely,6,Somewhat Serious,Satisfied,"No, it is not justified",6,6,7,5,4,5,5,Enough,Enough,Very Little,Very Little,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Yes,Half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A lot,Would vote for a candidate or party of the current president/administration,Not Applicable,Lenin Moreno (Alianza País),Not Applicable,Maintain Dollarization,Good,Yes,No,Yes,Good,China,Set 1,Somewhat Trustworthy,Not Very Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Both,16,Secondary complete,Once a month,Somewhat Important,Catholic,Student,Not Applicable,Not Applicable,136-200,No,Not Applicable,No,Not Applicable,Yes,"Not enough, and are stretched",Decreased,Single,5,None,None,Not Applicable,Not Applicable,Mestizo,Daily,Daily,Owned,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Correct local partner,3,Neither High Nor Low,A Little,A Little,A Little,None,None,None,Female,6,18-30,9,Ecuadoran,Android (STG),Female
Ecuador,196,ECU16_0196,58,Pichincha,Quito,184,Rural,Rural Area,Spanish,12nov2016,1,Sierra Rural,"Large (more than 100,000)",1949,67,Female,1,Somewhat Dissatisfied,Unemployment,Same,Same,No,Once a Week,Never,Never,Never,Never,Somewhat Trustworthy,5,Somewhat Disagree,They take jobs that Ecuadorians don't want,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Unsafe,Some,4,3,4,5,5,A Lot,3,3,4,Not at All,A Lot,5,4,2,6,A Lot,Good,Neither well nor poorly,Satisfied,Satisfied,Satisfied,Between 10 and 30 minutes,Between 10 and 30 minutes,2,5,5,4,2,3,Strongly Disagree,2,5,Set 2,4,Somewhat Likely,4,Very Serious,Satisfied,"Yes, it is justified",Strongly disapprove,2,2,Strongly disapprove,Strongly disapprove,3,Strongly disapprove,Very Little,Enough,Enough,Enough,No,No,No,Not Applicable,No,Not Applicable,No,Not Applicable,No,More than half of them,Yes,Yes,Voted,No Response,No,Not Applicable,None,Would vote for a candidate or party of the current president/administration,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Maintain Dollarization,Good,Yes,No,Yes,Don't Know,Japan,Set 2,Somewhat Trustworthy,Not Very Trustworthy,Somewhat Trustworthy,Not Very Trustworthy,No,No,Not Applicable,Private,17,Primary incomplete,Once a week,Somewhat Important,Catholic,Working,Salaried employee in the private sector,336-360,781-1000,No,Not Applicable,"Yes, from the United States and Spain",Once or twice a month,No,"Good enough, with no major problems",Remained the same,Divorced,3,None,2,0,2,Mestizo,Daily,A few times a week,Owned,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Correct local partner,2,Neither High Nor Low,None,None,Some,None,None,None,Male,2,46+,13,Ecuadoran,Android (STG),Female
Ecuador,1036,ECU16_1036,69,Chimborazo,Riobamba,30,Rural,Rural Area,Spanish,25nov2016,1,Sierra Rural,"Large (more than 100,000)",1987,29,Male,1,Somewhat Satisfied,Unemployment,Worse,Worse,No,Never,Once or Twice a Month,Once or Twice a Year,Never,Not Applicable,Somewhat Trustworthy,5,Neither Agree nor Disagree,They take jobs away from Ecuadorians,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",Yes,1,Somewhat Safe,Little,2,3,3,3,2,A Lot,5,3,4,2,2,3,3,3,4,5,Neither Good nor Bad (Fair),Poorly,Satisfied,Satisfied,Dissatisfied,More than 1 hour and up to 3 hours,Between 10 and 30 minutes,3,4,6,4,5,6,4,4,5,Set 1,4,A Little Likely,2,Somewhat Serious,Very Dissatisfied,"No, it is not justified",5,5,Strongly approve,5,5,Strongly disapprove,Strongly disapprove,Very Little,Very Little,Very Little,Very Little,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,No,No,Half of them,Yes,Yes,Voted,None (Null ballot),No,Not Applicable,Some,Would vote a candidate or party different from the current president/administration,Not Applicable,Cynthia Viteri (Partido Social Cristiano),Not Applicable,Maintain Dollarization,Good,Yes,No,No,Good,Singapore,Set 2,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Both,18+,Secondary complete,Once or twice a year,Somewhat Important,Catholic,Actively looking for a job,Not Applicable,Not Applicable,781-1000,No,Not Applicable,No,Not Applicable,Yes,"Not enough, and having a hard time",Decreased,Married,5,2,2,1,1,Mestizo,Daily,Daily,Owned,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,The National Government,3,High,A Little,A Little,A Little,None,None,None,Male,4,31-45,11,Ecuadoran,Android (STG),Male
Ecuador,1182,ECU16_1182,13,Azuay,Cuenca,8,Rural,Rural Area,Spanish,29nov2016,1,Sierra Rural,"Large (more than 100,000)",1999,17,Female,1,Very Satisfied,"Economy, problems with, crisis of",Worse,Same,No,Once a Week,Never,Never,Never,Never,Somewhat Trustworthy,2,Don't Know,They take jobs that Ecuadorians don't want,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",Yes,2,Somewhat Unsafe,Some,4,6,4,5,4,6,2,2,4,2,3,2,5,Not at All,6,3,Neither Good nor Bad (Fair),Neither well nor poorly,Satisfied,Satisfied,Satisfied,Between 10 and 30 minutes,Between 10 and 30 minutes,3,4,3,5,3,5,4,3,5,Set 2,5,Somewhat Likely,3,Very Serious,Don't Know,"No, it is not justified",4,5,6,3,5,5,2,Enough,Enough,Very Little,Enough,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,More than half of them,Yes,Yes,Did not vote,Not Applicable,No,Not Applicable,None,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Not Applicable,Other response/None/Blank/Null/Didn't vote,Not Applicable,Maintain Dollarization,Good,Yes,No,Don't Know,Don't Know,South Korea,Set 2,Don't Know,Don't Know,Don't Know,Don't Know,No,No,Not Applicable,Public,12,Secondary incomplete,Once a week,Very Important,Jehovah's Witness,Student,Not Applicable,Not Applicable,Don't Know,No,Not Applicable,No,Not Applicable,Yes,"Good enough, with no major problems",Remained the same,Single,5,1,None,Not Applicable,Not Applicable,Mestizo,Daily,A few times a week,Borrowed or Shared,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Correct local partner,2,Very High,None,A Lot,Some,None,None,None,Male,3,18-30,18,Ecuadoran,Android (STG),Female
Ecuador,271,ECU16_0271,75,El Oro,Santa Rosa,43,Rural,Rural Area,Spanish,21nov2016,1,Costa Rural,"Medium (between 25,000 and 100,000)",1984,32,Male,2,Very Satisfied,"Economy, problems with, crisis of",Better,Better,No,Never,Never,Once or Twice a Year,Never,Not Applicable,Not Very Trustworthy,2,Somewhat Agree,No Response,"No, I have not participated",No Response,Not Applicable,"No, it is not justified",Yes,1,Don't Know,Little,6,6,A Lot,A Lot,A Lot,A Lot,5,6,6,3,A Lot,2,4,6,6,5,Very Good,No Response,Satisfied,Very Satisfied,Satisfied,Between 10 and 30 minutes,More than 30 minutes and up to an hour,6,Strongly Agree,6,Strongly Agree,Strongly Agree,5,6,6,2,Set 1,4,Very Likely,Environment as priority,Very Serious,Very Satisfied,"Yes, it is justified",7,2,6,5,2,2,2,Enough,Enough,Enough,Enough,No,No,No,No,No,Not Applicable,No,Not Applicable,No,Half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),Little,Would vote for a candidate or party of the current president/administration,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Maintain Dollarization,Very Good,Yes,No,Yes,Very Good,China,Set 1,Not Very Trustworthy,Not Very Trustworthy,Not Very Trustworthy,Not Very Trustworthy,Yes,Yes,Not Applicable,Public,13,Primary incomplete,Don't Know,Very Important,No Response,Working,Salaried employee in the private sector,451-505,661-780,No,Not Applicable,"Yes, from the United States and/or Spain and other countries",Once or twice a month,No,"Good enough, with no major problems",Increased,Single,3,None,None,Not Applicable,Not Applicable,Mestizo,A few times a week,A few times a month,Owned,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Correct local partner,3,Neither High Nor Low,None,None,Some,None,None,None,Male,2,31-45,6,Ecuadoran,Android (STG),Male
Ecuador,857,ECU16_0857,49,Imbabura,Otavalo,122,Rural,Rural Area,Spanish,26nov2016,1,Sierra Rural,"Medium (between 25,000 and 100,000)",1976,40,Female,2,Somewhat Satisfied,Unemployment,Worse,Same,No,Once or Twice a Month,Once or Twice a Month,Never,Once or Twice a Year,Never,Very Trustworthy,5,Somewhat Disagree,They take jobs that Ecuadorians don't want,"No, I have not participated",Not Applicable,"No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Somewhat Unsafe,None,3,3,2,4,2,A Lot,5,4,2,4,4,5,5,4,6,4,Neither Good nor Bad (Fair),Well,Satisfied,Satisfied,Satisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,2,5,5,4,3,5,3,4,5,Set 2,6,Somewhat Likely,3,Very Serious,Dissatisfied,"Yes, it is justified",6,7,8,6,7,3,3,Very Little,Very Little,Very Little,Enough,No,No,No,No,No,Not Applicable,No,No,No,More than half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,Some,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Other response/None/Blank/Null/Didn't vote,Not Applicable,Not Applicable,Maintain Dollarization,Bad,Yes,No,No,Good,China,Set 2,Somewhat Trustworthy,Not Very Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Public,18+,Primary complete,Once a month,Very Important,Catholic,Working,Salaried employee of government or state-owned enterprise,661-780,More than $1000,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Remained the same,Common law marriage (living together),4,2,2,0,2,Mestizo,Daily,Daily,Borrowed or Shared,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,The National Government,3,High,Some,A Lot,A Little,None,None,None,Male,4,31-45,15,Ecuadoran,Android (STG),Female
Ecuador,1199,ECU16_1199,18,El Oro,El Guabo,39,Rural,Rural Area,Spanish,21nov2016,1,Costa Rural,"Medium (between 25,000 and 100,000)",1965,51,Female,2,Somewhat Satisfied,"Economy, problems with, crisis of",Worse,Worse,No,Once or Twice a Month,Once or Twice a Month,Once or Twice a Year,Never,Never,Not Very Trustworthy,2,Somewhat Disagree,They take jobs away from Ecuadorians,"No, I have not participated",Not Applicable,"Yes, a military take-over of the state would be justified","No, it is not justified",No,Not Applicable,Very Safe,Little,3,5,4,2,2,A Lot,5,Not at All,3,4,Not at All,Not at All,5,2,Not at All,5,Bad,Neither well nor poorly,Satisfied,Dissatisfied,Not Applicable,More than 1 hour and up to 3 hours,More than 30 minutes and up to an hour,3,Strongly Agree,3,Strongly Agree,5,Strongly Agree,6,5,Strongly Agree,Set 2,Strongly Agree,Very Likely,5,Very Serious,Dissatisfied,"No, it is not justified",6,Strongly approve,7,2,Strongly disapprove,Strongly disapprove,Strongly disapprove,Very Little,Very Little,Very Little,Enough,No,No,No,Not Applicable,No,Not Applicable,No,No,Yes,More than half of them,Yes,Yes,Voted,"Mauricio Rodas, SUMA",No,Not Applicable,None,Would vote a candidate or party different from the current president/administration,Guillermo Lasso (Movimiento CREO),Not Applicable,Not Applicable,Have Own Currency,Very Bad,Yes,No,Yes,Very Good,Japan,Set 2,Don't Know,Not Very Trustworthy,Very Trustworthy,Very Trustworthy,No,No,Not Applicable,Both,13,Don't Know,Once a month,Very Important,Catholic,Working,Salaried employee in the private sector,136-200,661-780,No,Not Applicable,No,Not Applicable,No,"Not enough, and are stretched",Decreased,Common law marriage (living together),5,1,5,4,1,Mestizo,Daily,Daily,Rented,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,The National Government,4,Neither High Nor Low,None,A Little,A Lot,None,None,None,Male,2,46+,6,Ecuadoran,Android (STG),Female
Ecuador,1471,ECU16_1471,71,Imbabura,San Miguel de Ibarra,124,Rural,Rural Area,Spanish,24nov2016,1,Sierra Rural,"Large (more than 100,000)",1996,20,Male,1,Somewhat Satisfied,"Economy, problems with, crisis of",Worse,Same,No,Once or Twice a Month,Never,Never,Never,Not Applicable,Somewhat Trustworthy,5,Neither Agree nor Disagree,They take jobs that Ecuadorians don't want,"No, I have not participated",Not Applicable,"Yes, a military take-over of the state would be justified","No, it is not justified",No,Not Applicable,Somewhat Safe,None,Not at All,2,4,5,5,A Lot,4,4,2,4,2,5,6,5,A Lot,A Lot,Neither Good nor Bad (Fair),Neither well nor poorly,Satisfied,Satisfied,Not Applicable,Between 10 and 30 minutes,Between 10 and 30 minutes,3,Strongly Agree,Strongly Agree,2,4,Strongly Agree,4,3,4,Set 1,6,A Little Likely,4,Very Serious,Dissatisfied,"Yes, it is justified",8,6,Strongly approve,7,7,7,7,Very Little,Very Little,Very Little,Enough,No,No,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Less than half of them,Yes,Yes,Voted,"Guillermo Lasso, CREO",No,Not Applicable,Little,Would vote a candidate or party different from the current president/administration,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Maintain Dollarization,Good,Yes,No,No,Bad,Japan,Set 2,Not Very Trustworthy,Don't Know,Don't Know,Somewhat Trustworthy,No,No,Not Applicable,Public,13,Primary complete,Once a month,Very Important,Catholic,Working,Self-employed,361-395,661-780,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Decreased,Single,4,None,None,Not Applicable,Not Applicable,Mestizo,Daily,A few times a week,Borrowed or Shared,Yes,No,Yes,One,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,The National Government,3,Very High,None,None,None,None,None,None,Female,3,18-30,16,Ecuadoran,Android (STG),Male
Ecuador,917,ECU16_0917,3,Napo,Archidona,177,Rural,Rural Area,Spanish,21nov2016,1,Oriente Norte,"Small (less than 25,000)",1984,32,Female,3,Somewhat Satisfied,"Economy, problems with, crisis of",Worse,Worse,Yes,Once or Twice a Year,Never,Once or Twice a Month,Once or Twice a Month,Never,Somewhat Trustworthy,3,Somewhat Agree,They take jobs away from Ecuadorians,"Yes, I have participated",Not Applicable,"No, a military take-over of the state would not be justified","No, it is not justified",No,Not Applicable,Somewhat Safe,None,Not at All,4,3,4,3,A Lot,4,3,3,2,Not at All,2,3,3,4,2,Neither Good nor Bad (Fair),Poorly,Satisfied,Dissatisfied,Dissatisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,6,6,3,2,6,2,4,4,6,Set 2,5,Somewhat Likely,2,Very Serious,Dissatisfied,"Yes, it is justified",9,9,9,8,8,5,5,Very Little,Very Little,Very Little,Very Little,No,No,No,No,Not Applicable,Not Applicable,No,Not Applicable,No,More than half of them,Yes,Yes,Voted,None (Null ballot),Yes,Other,Little,Would vote a candidate or party different from the current president/administration,Not Applicable,Other response/None/Blank/Null/Didn't vote,Not Applicable,Have Own Currency,Very Bad,Yes,No,Yes,Good,Russia,Set 2,Not Very Trustworthy,Untrustworthy,Not Very Trustworthy,Not Very Trustworthy,No,No,Not Applicable,Public,13,University complete,Never or almost never,Not Very Important,Other,Taking care of the home,Not Applicable,Not Applicable,More than $1000,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Decreased,Common law marriage (living together),18,6,1,0,1,Indigenous,A few times a week,A few times a week,Borrowed or Shared,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Other,4,Neither High Nor Low,Some,A Lot,A Little,None,None,None,Male,4,31-45,15,Ecuadoran,Android (STG),Female
Ecuador,975,ECU16_0975,46,Guayas,Milagro,109,Rural,Rural Area,Spanish,26nov2016,1,Costa Rural,"Large (more than 100,000)",1990,26,Male,1,Very Satisfied,"Economy, problems with, crisis of",Worse,Same,No,Never,Never,Never,Never,Not Applicable,Very Trustworthy,5,Strongly Agree,They take jobs that Ecuadorians don't want,"No, I have not participated","Yes, a military take-over of the state would be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Somewhat Safe,Some,3,A Lot,4,5,A Lot,A Lot,5,4,5,4,5,4,4,A Lot,Not at All,4,Neither Good nor Bad (Fair),Neither well nor poorly,Satisfied,Dissatisfied,Satisfied,Between 10 and 30 minutes,Between 10 and 30 minutes,5,Strongly Agree,Strongly Agree,2,4,Strongly Agree,4,4,4,Set 2,Strongly Agree,A Little Likely,5,Very Serious,Dissatisfied,"Yes, it is justified",7,6,6,5,5,Strongly approve,5,Too Much,Very Little,Very Little,Very Little,No,No,No,Not Applicable,No,Not Applicable,Not Applicable,No,Yes,Less than half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",No,Not Applicable,Some,Would vote a candidate or party different from the current president/administration,Lenin Moreno (Alianza País),Not Applicable,Not Applicable,Maintain Dollarization,Good,Yes,No,No,Very Bad,United States,Set 1,Don't Know,Somewhat Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Public,17,Primary complete,Never or almost never,Very Important,Catholic,Working,Self-employed,781-1000,More than $1000,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Decreased,Common law marriage (living together),4,2,2,1,1,Mestizo,Daily,A few times a week,Owned,Yes,No,Yes,Two,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Correct local partner,2,High,None,None,A Little,None,None,None,Female,4,18-30,7,Ecuadoran,Android (STG),Male
Ecuador,565,ECU16_0565,12,Chimborazo,Colta,25,Rural,Rural Area,Spanish,26nov2016,1,Sierra Rural,"Medium (between 25,000 and 100,000)",1979,37,Female,2,Somewhat Satisfied,"Economy, problems with, crisis of",Worse,Same,No,Once a Week,Never,Once or Twice a Month,Never,Never,Not Very Trustworthy,8,Somewhat Disagree,They take jobs away from Ecuadorians,"No, I have not participated",Not Applicable,"Yes, a military take-over of the state would be justified","Yes, it is justified",Yes,1,Somewhat Unsafe,Little,4,5,5,5,4,A Lot,6,4,4,4,5,5,6,3,6,6,Neither Good nor Bad (Fair),Neither well nor poorly,Satisfied,Dissatisfied,Dissatisfied,Between 10 and 30 minutes,Between 10 and 30 minutes,4,Strongly Agree,6,5,5,Strongly Agree,5,6,6,Set 2,Strongly Agree,Somewhat Likely,Environment as priority,Very Serious,Satisfied,"Yes, it is justified",8,3,Strongly approve,5,4,6,2,Very Little,Very Little,Very Little,Very Little,No,No,No,No,No,Not Applicable,No,No,No,More than half of them,Yes,Yes,Voted,Don't Know,No,Not Applicable,Little,Would vote a candidate or party different from the current president/administration,Not Applicable,Cynthia Viteri (Partido Social Cristiano),Not Applicable,Have Own Currency,Good,Yes,No,No,Don't Know,United States,Set 1,Don't Know,Not Very Trustworthy,Not Very Trustworthy,Not Very Trustworthy,No,No,Not Applicable,Public,16,None,More than once a week,Very Important,Catholic,"Not working at the moment, but have a job",Salaried employee of government or state-owned enterprise,661-780,661-780,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Increased,Married,2,1,1,0,1,Indigenous,Daily,A few times a week,Owned,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Vanderbilt University,5,Neither High Nor Low,A Little,Some,A Little,None,None,None,Male,3,31-45,8,Ecuadoran,Android (STG),Female
Ecuador,1527,ECU16_1527,6,Pichincha,Cayambe,178,Rural,Rural Area,Spanish,13nov2016,1,Sierra Rural,"Medium (between 25,000 and 100,000)",1997,19,Male,2,Somewhat Satisfied,"Economy, problems with, crisis of",Better,Same,No,Never,Never,Once or Twice a Year,Never,Not Applicable,Somewhat Trustworthy,5,Somewhat Disagree,They take jobs away from Ecuadorians,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Very Safe,Some,4,6,A Lot,6,5,A Lot,6,5,6,4,4,5,5,5,5,5,Good,Well,Satisfied,Dissatisfied,Satisfied,Between 10 and 30 minutes,More than 30 minutes and up to an hour,4,6,5,6,5,4,Strongly Disagree,4,4,Set 1,5,Somewhat Likely,4,Somewhat Serious,Dissatisfied,"Yes, it is justified",5,6,6,4,5,3,3,Very Little,Very Little,Very Little,Enough,No,No,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,No,More than half of them,Yes,Yes,Did not vote,Not Applicable,No,Not Applicable,None,Would go to vote but would leave the ballot blank or would purposely cancel my vote,Other response/None/Blank/Null/Didn't vote,Not Applicable,Not Applicable,Have Own Currency,Good,Yes,No,Yes,Good,[Don't Read] None / We need to follow our own model,Set 2,Somewhat Trustworthy,Not Very Trustworthy,Somewhat Trustworthy,Somewhat Trustworthy,No,No,Not Applicable,Public,13,Primary incomplete,Never or almost never,Somewhat Important,Catholic,Actively looking for a job,Not Applicable,Not Applicable,396-410,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Remained the same,Single,5,1,None,Not Applicable,Not Applicable,Mestizo,A few times a week,Rarely,Owned,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,The National Government,3,Low,None,A Little,A Little,None,None,None,Female,4,18-30,10,Ecuadoran,Android (STG),Male
Ecuador,401,ECU16_0401,74,Guayas,Santa Lucía,119,Rural,Rural Area,Spanish,25nov2016,1,Costa Rural,"Medium (between 25,000 and 100,000)",1993,23,Male,2,Very Satisfied,Unemployment,Same,Same,No,Never,Never,Once or Twice a Year,Never,Not Applicable,Somewhat Trustworthy,5,Neither Agree nor Disagree,They take jobs that Ecuadorians don't want,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Very Safe,None,2,A Lot,5,4,A Lot,A Lot,4,3,A Lot,3,5,5,4,5,Not at All,Not at All,Good,Neither well nor poorly,Dissatisfied,Satisfied,Satisfied,Between 10 and 30 minutes,More than 30 minutes and up to an hour,5,5,Strongly Agree,Strongly Agree,5,Strongly Agree,Strongly Disagree,5,6,Set 2,5,Somewhat Likely,Environment as priority,Very Serious,Dissatisfied,"Yes, it is justified",7,Strongly disapprove,5,Strongly disapprove,Strongly disapprove,5,Strongly disapprove,Too Much,Too Much,Too Much,Very Little,No,No,No,No,No,Not Applicable,No,Not Applicable,No,More than half of them,No,Yes,Did not vote,Not Applicable,No,Not Applicable,Some,Would vote a candidate or party different from the current president/administration,Not Applicable,Lenin Moreno (Alianza País),Not Applicable,Maintain Dollarization,Good,Yes,No,No,Good,China,Set 2,Very Trustworthy,Not Very Trustworthy,Not Very Trustworthy,Not Very Trustworthy,No,No,Not Applicable,Both,13,Primary complete,Never or almost never,Very Important,Catholic,Working,Salaried employee of government or state-owned enterprise,781-1000,781-1000,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Remained the same,Married,2,None,None,Not Applicable,Not Applicable,Mestizo,A few times a week,A few times a month,Owned,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Other,3,Neither High Nor Low,Some,None,None,None,A Little,None,Male,6,18-30,14,Ecuadoran,Android (STG),Male
Ecuador,158,ECU16_0158,10,Manabí,Chone,147,Rural,Rural Area,Spanish,19nov2016,1,Costa Rural,"Medium (between 25,000 and 100,000)",1989,27,Male,2,Very Satisfied,"Economy, problems with, crisis of",Same,Better,No,Once or Twice a Month,Once or Twice a Month,Once or Twice a Year,Once or Twice a Year,Not Applicable,Somewhat Trustworthy,Right,Strongly Agree,They take jobs that Ecuadorians don't want,"No, I have not participated","No, a military take-over of the state would not be justified",Not Applicable,"No, it is not justified",No,Not Applicable,Very Safe,Some,5,6,6,A Lot,5,A Lot,6,5,5,5,6,5,4,6,5,6,Good,Neither well nor poorly,Satisfied,Satisfied,Satisfied,More than 30 minutes and up to an hour,Between 10 and 30 minutes,Strongly Disagree,3,Strongly Agree,5,5,Strongly Agree,Strongly Agree,4,Strongly Agree,Set 2,5,Very Likely,Environment as priority,Very Serious,Satisfied,No Response,4,7,5,Strongly approve,Strongly approve,8,7,Enough,Too Much,Too Much,Too Much,No,No,No,No,No,Not Applicable,No,Not Applicable,No,Half of them,Yes,Yes,Voted,"Rafael Correa, Movimiento Alianza País – PAIS",Yes,Alianza PAIS-Patria Altiva I Soberana (PAIS),A lot,Would vote for a candidate or party of the current president/administration,Not Applicable,Not Applicable,Lenin Moreno (Alianza País),Maintain Dollarization,Good,Yes,Yes,Yes,Very Good,China,Set 1,Somewhat Trustworthy,Untrustworthy,Somewhat Trustworthy,Not Very Trustworthy,No,No,Not Applicable,Both,18+,University complete,Once a month,Very Important,Catholic,Working,Salaried employee of government or state-owned enterprise,781-1000,More than $1000,No,Not Applicable,No,Not Applicable,No,"Good enough, with no major problems",Increased,Married,3,1,1,0,1,Mestizo,Daily,Daily,Rented,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Correct local partner,3,High,A Little,A Lot,Some,None,None,None,Female,6,18-30,9,Ecuadoran,Android (STG),Male
